                                                                                                            
{'loss': '0.693', 'grad_norm': '8.043', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.002778', 'rewards/rejected': '0.002157', 'rewards/accuracies': '0.3625', 'rewards/margins': '0.0006214', 'logps/chosen': '-154.9', 'logps/rejected': '-68.91', 'logits/chosen': '1.662', 'logits/rejected': '1.632', 'epoch': '0.0107'}
{'loss': '0.001319', 'grad_norm': '0.08191', 'learning_rate': '2.487e-07', 'rewards/chosen': '0.9964', 'rewards/rejected': '-6.481', 'rewards/accuracies': '1', 'rewards/margins': '7.477', 'logps/chosen': '-152', 'logps/rejected': '-134.2', 'logits/chosen': '1.42', 'logits/rejected': '0.2469', 'epoch': '2.567'}
{'loss': '0.001756', 'grad_norm': '0.05092', 'learning_rate': '2.477e-07', 'rewards/chosen': '0.9384', 'rewards/rejected': '-6.138', 'rewards/accuracies': '1', 'rewards/margins': '7.076', 'logps/chosen': '-157.9', 'logps/rejected': '-129.4', 'logits/chosen': '1.443', 'logits/rejected': '0.3599', 'epoch': '2.578'}
{'loss': '0.001838', 'grad_norm': '0.19', 'learning_rate': '2.466e-07', 'rewards/chosen': '1.044', 'rewards/rejected': '-6.212', 'rewards/accuracies': '1', 'rewards/margins': '7.256', 'logps/chosen': '-143.5', 'logps/rejected': '-131.3', 'logits/chosen': '1.396', 'logits/rejected': '0.3951', 'epoch': '2.589'}
{'loss': '0.00156', 'grad_norm': '0.2174', 'learning_rate': '2.455e-07', 'rewards/chosen': '1.005', 'rewards/rejected': '-6.258', 'rewards/accuracies': '1', 'rewards/margins': '7.263', 'logps/chosen': '-159', 'logps/rejected': '-130', 'logits/chosen': '1.387', 'logits/rejected': '0.3277', 'epoch': '2.599'}
{'loss': '0.001494', 'grad_norm': '0.07253', 'learning_rate': '2.444e-07', 'rewards/chosen': '1.116', 'rewards/rejected': '-6.403', 'rewards/accuracies': '1', 'rewards/margins': '7.52', 'logps/chosen': '-160.9', 'logps/rejected': '-132.2', 'logits/chosen': '1.47', 'logits/rejected': '0.3399', 'epoch': '2.61'}
{'loss': '0.002412', 'grad_norm': '0.8522', 'learning_rate': '2.433e-07', 'rewards/chosen': '0.976', 'rewards/rejected': '-6.154', 'rewards/accuracies': '1', 'rewards/margins': '7.13', 'logps/chosen': '-154', 'logps/rejected': '-129.6', 'logits/chosen': '1.468', 'logits/rejected': '0.4473', 'epoch': '2.621'}
{'loss': '0.001712', 'grad_norm': '0.04723', 'learning_rate': '2.422e-07', 'rewards/chosen': '1.065', 'rewards/rejected': '-6.331', 'rewards/accuracies': '1', 'rewards/margins': '7.396', 'logps/chosen': '-145.3', 'logps/rejected': '-132', 'logits/chosen': '1.469', 'logits/rejected': '0.3483', 'epoch': '2.632'}
{'loss': '0.001781', 'grad_norm': '0.09543', 'learning_rate': '2.411e-07', 'rewards/chosen': '1.057', 'rewards/rejected': '-6.221', 'rewards/accuracies': '1', 'rewards/margins': '7.277', 'logps/chosen': '-162.8', 'logps/rejected': '-129.9', 'logits/chosen': '1.477', 'logits/rejected': '0.3987', 'epoch': '2.642'}
{'loss': '0.001599', 'grad_norm': '0.1033', 'learning_rate': '2.4e-07', 'rewards/chosen': '1.087', 'rewards/rejected': '-6.276', 'rewards/accuracies': '1', 'rewards/margins': '7.364', 'logps/chosen': '-158.9', 'logps/rejected': '-131.5', 'logits/chosen': '1.461', 'logits/rejected': '0.4472', 'epoch': '2.653'}
{'loss': '0.001372', 'grad_norm': '0.04567', 'learning_rate': '2.389e-07', 'rewards/chosen': '0.9763', 'rewards/rejected': '-6.236', 'rewards/accuracies': '1', 'rewards/margins': '7.213', 'logps/chosen': '-158.6', 'logps/rejected': '-131.1', 'logits/chosen': '1.359', 'logits/rejected': '0.3777', 'epoch': '2.664'}
{'loss': '0.001191', 'grad_norm': '0.08664', 'learning_rate': '2.378e-07', 'rewards/chosen': '1.026', 'rewards/rejected': '-6.571', 'rewards/accuracies': '1', 'rewards/margins': '7.598', 'logps/chosen': '-161', 'logps/rejected': '-136.3', 'logits/chosen': '1.439', 'logits/rejected': '0.2191', 'epoch': '2.674'}
{'loss': '0.001526', 'grad_norm': '0.0822', 'learning_rate': '2.367e-07', 'rewards/chosen': '1.066', 'rewards/rejected': '-6.215', 'rewards/accuracies': '1', 'rewards/margins': '7.281', 'logps/chosen': '-147', 'logps/rejected': '-130.2', 'logits/chosen': '1.4', 'logits/rejected': '0.4382', 'epoch': '2.685'}
{'loss': '0.001212', 'grad_norm': '0.114', 'learning_rate': '2.356e-07', 'rewards/chosen': '1.061', 'rewards/rejected': '-6.431', 'rewards/accuracies': '1', 'rewards/margins': '7.492', 'logps/chosen': '-148.2', 'logps/rejected': '-133.5', 'logits/chosen': '1.415', 'logits/rejected': '0.3097', 'epoch': '2.696'}
{'loss': '0.001551', 'grad_norm': '0.04163', 'learning_rate': '2.345e-07', 'rewards/chosen': '1.05', 'rewards/rejected': '-6.283', 'rewards/accuracies': '1', 'rewards/margins': '7.333', 'logps/chosen': '-163.3', 'logps/rejected': '-131.1', 'logits/chosen': '1.485', 'logits/rejected': '0.3898', 'epoch': '2.706'}
{'loss': '0.001189', 'grad_norm': '0.06161', 'learning_rate': '2.334e-07', 'rewards/chosen': '1.069', 'rewards/rejected': '-6.492', 'rewards/accuracies': '1', 'rewards/margins': '7.561', 'logps/chosen': '-149.9', 'logps/rejected': '-133', 'logits/chosen': '1.384', 'logits/rejected': '0.2962', 'epoch': '2.717'}
{'loss': '0.001386', 'grad_norm': '0.02488', 'learning_rate': '2.323e-07', 'rewards/chosen': '1.006', 'rewards/rejected': '-6.57', 'rewards/accuracies': '1', 'rewards/margins': '7.576', 'logps/chosen': '-139.2', 'logps/rejected': '-136.1', 'logits/chosen': '1.428', 'logits/rejected': '0.315', 'epoch': '2.728'}
{'loss': '0.0009172', 'grad_norm': '0.03216', 'learning_rate': '2.313e-07', 'rewards/chosen': '0.9676', 'rewards/rejected': '-6.675', 'rewards/accuracies': '1', 'rewards/margins': '7.643', 'logps/chosen': '-155.8', 'logps/rejected': '-136.1', 'logits/chosen': '1.385', 'logits/rejected': '0.1979', 'epoch': '2.739'}
{'loss': '0.001626', 'grad_norm': '0.1358', 'learning_rate': '2.302e-07', 'rewards/chosen': '0.9555', 'rewards/rejected': '-6.398', 'rewards/accuracies': '1', 'rewards/margins': '7.353', 'logps/chosen': '-149.1', 'logps/rejected': '-131.8', 'logits/chosen': '1.346', 'logits/rejected': '0.2987', 'epoch': '2.749'}
{'loss': '0.001089', 'grad_norm': '0.05966', 'learning_rate': '2.291e-07', 'rewards/chosen': '1.13', 'rewards/rejected': '-6.573', 'rewards/accuracies': '1', 'rewards/margins': '7.703', 'logps/chosen': '-150.2', 'logps/rejected': '-135.6', 'logits/chosen': '1.477', 'logits/rejected': '0.2567', 'epoch': '2.76'}
{'loss': '0.00155', 'grad_norm': '0.05386', 'learning_rate': '2.28e-07', 'rewards/chosen': '0.8785', 'rewards/rejected': '-6.528', 'rewards/accuracies': '1', 'rewards/margins': '7.406', 'logps/chosen': '-161.4', 'logps/rejected': '-135', 'logits/chosen': '1.423', 'logits/rejected': '0.275', 'epoch': '2.771'}
{'loss': '0.001282', 'grad_norm': '0.03149', 'learning_rate': '2.269e-07', 'rewards/chosen': '1.101', 'rewards/rejected': '-6.416', 'rewards/accuracies': '1', 'rewards/margins': '7.518', 'logps/chosen': '-144', 'logps/rejected': '-133.1', 'logits/chosen': '1.326', 'logits/rejected': '0.344', 'epoch': '2.781'}
{'loss': '0.001421', 'grad_norm': '0.03977', 'learning_rate': '2.258e-07', 'rewards/chosen': '0.9342', 'rewards/rejected': '-6.512', 'rewards/accuracies': '1', 'rewards/margins': '7.446', 'logps/chosen': '-150.5', 'logps/rejected': '-133.7', 'logits/chosen': '1.352', 'logits/rejected': '0.2675', 'epoch': '2.792'}
{'loss': '0.00115', 'grad_norm': '0.1183', 'learning_rate': '2.247e-07', 'rewards/chosen': '0.9867', 'rewards/rejected': '-6.61', 'rewards/accuracies': '1', 'rewards/margins': '7.597', 'logps/chosen': '-156.7', 'logps/rejected': '-135.5', 'logits/chosen': '1.449', 'logits/rejected': '0.2273', 'epoch': '2.803'}
{'loss': '0.001403', 'grad_norm': '0.05552', 'learning_rate': '2.236e-07', 'rewards/chosen': '1.031', 'rewards/rejected': '-6.519', 'rewards/accuracies': '1', 'rewards/margins': '7.549', 'logps/chosen': '-147.9', 'logps/rejected': '-134.7', 'logits/chosen': '1.402', 'logits/rejected': '0.3137', 'epoch': '2.813'}
{'loss': '0.00107', 'grad_norm': '0.04605', 'learning_rate': '2.225e-07', 'rewards/chosen': '1.043', 'rewards/rejected': '-6.5', 'rewards/accuracies': '1', 'rewards/margins': '7.543', 'logps/chosen': '-140.3', 'logps/rejected': '-133.4', 'logits/chosen': '1.264', 'logits/rejected': '0.2715', 'epoch': '2.824'}
{'loss': '0.001268', 'grad_norm': '0.08103', 'learning_rate': '2.214e-07', 'rewards/chosen': '1.111', 'rewards/rejected': '-6.396', 'rewards/accuracies': '1', 'rewards/margins': '7.507', 'logps/chosen': '-145.3', 'logps/rejected': '-132.1', 'logits/chosen': '1.504', 'logits/rejected': '0.3893', 'epoch': '2.835'}
{'loss': '0.001586', 'grad_norm': '0.04293', 'learning_rate': '2.203e-07', 'rewards/chosen': '0.979', 'rewards/rejected': '-6.381', 'rewards/accuracies': '1', 'rewards/margins': '7.36', 'logps/chosen': '-156.2', 'logps/rejected': '-132.1', 'logits/chosen': '1.427', 'logits/rejected': '0.3878', 'epoch': '2.846'}
{'loss': '0.001653', 'grad_norm': '0.053', 'learning_rate': '2.192e-07', 'rewards/chosen': '0.9965', 'rewards/rejected': '-6.333', 'rewards/accuracies': '1', 'rewards/margins': '7.329', 'logps/chosen': '-154.2', 'logps/rejected': '-133.4', 'logits/chosen': '1.422', 'logits/rejected': '0.3973', 'epoch': '2.856'}
{'loss': '0.001008', 'grad_norm': '0.03843', 'learning_rate': '2.181e-07', 'rewards/chosen': '1.095', 'rewards/rejected': '-6.473', 'rewards/accuracies': '1', 'rewards/margins': '7.567', 'logps/chosen': '-154.2', 'logps/rejected': '-134.2', 'logits/chosen': '1.44', 'logits/rejected': '0.3129', 'epoch': '2.867'}
{'loss': '0.0009882', 'grad_norm': '0.06153', 'learning_rate': '2.17e-07', 'rewards/chosen': '1.122', 'rewards/rejected': '-6.551', 'rewards/accuracies': '1', 'rewards/margins': '7.673', 'logps/chosen': '-153.6', 'logps/rejected': '-134.1', 'logits/chosen': '1.326', 'logits/rejected': '0.3125', 'epoch': '2.878'}
{'loss': '0.001161', 'grad_norm': '0.06431', 'learning_rate': '2.16e-07', 'rewards/chosen': '0.9515', 'rewards/rejected': '-6.603', 'rewards/accuracies': '1', 'rewards/margins': '7.555', 'logps/chosen': '-156.1', 'logps/rejected': '-134.6', 'logits/chosen': '1.464', 'logits/rejected': '0.3067', 'epoch': '2.888'}
{'loss': '0.0007762', 'grad_norm': '0.03419', 'learning_rate': '2.149e-07', 'rewards/chosen': '0.9996', 'rewards/rejected': '-6.74', 'rewards/accuracies': '1', 'rewards/margins': '7.74', 'logps/chosen': '-152.8', 'logps/rejected': '-136.9', 'logits/chosen': '1.438', 'logits/rejected': '0.1885', 'epoch': '2.899'}
{'loss': '0.001108', 'grad_norm': '0.01778', 'learning_rate': '2.138e-07', 'rewards/chosen': '1.098', 'rewards/rejected': '-6.707', 'rewards/accuracies': '1', 'rewards/margins': '7.805', 'logps/chosen': '-146.6', 'logps/rejected': '-136.4', 'logits/chosen': '1.349', 'logits/rejected': '0.2399', 'epoch': '2.91'}
{'loss': '0.001574', 'grad_norm': '0.07055', 'learning_rate': '2.127e-07', 'rewards/chosen': '0.9713', 'rewards/rejected': '-6.461', 'rewards/accuracies': '1', 'rewards/margins': '7.433', 'logps/chosen': '-149.7', 'logps/rejected': '-132.4', 'logits/chosen': '1.386', 'logits/rejected': '0.3724', 'epoch': '2.921'}
{'loss': '0.001312', 'grad_norm': '0.1001', 'learning_rate': '2.116e-07', 'rewards/chosen': '1.066', 'rewards/rejected': '-6.452', 'rewards/accuracies': '1', 'rewards/margins': '7.519', 'logps/chosen': '-144.1', 'logps/rejected': '-134.1', 'logits/chosen': '1.406', 'logits/rejected': '0.3644', 'epoch': '2.931'}
{'loss': '0.00137', 'grad_norm': '0.02309', 'learning_rate': '2.105e-07', 'rewards/chosen': '0.9478', 'rewards/rejected': '-6.749', 'rewards/accuracies': '1', 'rewards/margins': '7.697', 'logps/chosen': '-160.7', 'logps/rejected': '-136.4', 'logits/chosen': '1.494', 'logits/rejected': '0.1962', 'epoch': '2.942'}
{'loss': '0.0009511', 'grad_norm': '0.06433', 'learning_rate': '2.094e-07', 'rewards/chosen': '0.8867', 'rewards/rejected': '-6.739', 'rewards/accuracies': '1', 'rewards/margins': '7.626', 'logps/chosen': '-150.3', 'logps/rejected': '-136.7', 'logits/chosen': '1.471', 'logits/rejected': '0.2465', 'epoch': '2.953'}
{'loss': '0.0009663', 'grad_norm': '0.04614', 'learning_rate': '2.083e-07', 'rewards/chosen': '1.049', 'rewards/rejected': '-6.835', 'rewards/accuracies': '1', 'rewards/margins': '7.884', 'logps/chosen': '-140.6', 'logps/rejected': '-137', 'logits/chosen': '1.357', 'logits/rejected': '0.2382', 'epoch': '2.963'}
{'loss': '0.001354', 'grad_norm': '0.05504', 'learning_rate': '2.072e-07', 'rewards/chosen': '0.831', 'rewards/rejected': '-6.785', 'rewards/accuracies': '1', 'rewards/margins': '7.616', 'logps/chosen': '-153.3', 'logps/rejected': '-136.9', 'logits/chosen': '1.412', 'logits/rejected': '0.2016', 'epoch': '2.974'}
{'loss': '0.001172', 'grad_norm': '0.09824', 'learning_rate': '2.061e-07', 'rewards/chosen': '1.021', 'rewards/rejected': '-6.672', 'rewards/accuracies': '1', 'rewards/margins': '7.692', 'logps/chosen': '-145.8', 'logps/rejected': '-135.6', 'logits/chosen': '1.309', 'logits/rejected': '0.2465', 'epoch': '2.985'}
{'loss': '0.0008967', 'grad_norm': '0.03917', 'learning_rate': '2.05e-07', 'rewards/chosen': '1.049', 'rewards/rejected': '-6.864', 'rewards/accuracies': '1', 'rewards/margins': '7.914', 'logps/chosen': '-154', 'logps/rejected': '-138', 'logits/chosen': '1.439', 'logits/rejected': '0.1993', 'epoch': '2.995'}
{'loss': '0.0008855', 'grad_norm': '0.07307', 'learning_rate': '2.039e-07', 'rewards/chosen': '1.024', 'rewards/rejected': '-6.856', 'rewards/accuracies': '1', 'rewards/margins': '7.88', 'logps/chosen': '-153.3', 'logps/rejected': '-138.1', 'logits/chosen': '1.345', 'logits/rejected': '0.2007', 'epoch': '3.005'}
{'loss': '0.001335', 'grad_norm': '0.05408', 'learning_rate': '2.028e-07', 'rewards/chosen': '0.9671', 'rewards/rejected': '-6.693', 'rewards/accuracies': '1', 'rewards/margins': '7.66', 'logps/chosen': '-152.9', 'logps/rejected': '-135.8', 'logits/chosen': '1.391', 'logits/rejected': '0.2287', 'epoch': '3.016'}
{'loss': '0.001033', 'grad_norm': '0.06974', 'learning_rate': '2.017e-07', 'rewards/chosen': '1.02', 'rewards/rejected': '-6.685', 'rewards/accuracies': '1', 'rewards/margins': '7.705', 'logps/chosen': '-162.2', 'logps/rejected': '-134.8', 'logits/chosen': '1.465', 'logits/rejected': '0.2578', 'epoch': '3.027'}
{'loss': '0.0007156', 'grad_norm': '0.0379', 'learning_rate': '2.007e-07', 'rewards/chosen': '1.173', 'rewards/rejected': '-6.861', 'rewards/accuracies': '1', 'rewards/margins': '8.035', 'logps/chosen': '-156.2', 'logps/rejected': '-138', 'logits/chosen': '1.453', 'logits/rejected': '0.2369', 'epoch': '3.037'}
{'loss': '0.0007596', 'grad_norm': '0.02535', 'learning_rate': '1.996e-07', 'rewards/chosen': '1.06', 'rewards/rejected': '-6.977', 'rewards/accuracies': '1', 'rewards/margins': '8.037', 'logps/chosen': '-149.3', 'logps/rejected': '-140', 'logits/chosen': '1.365', 'logits/rejected': '0.1343', 'epoch': '3.048'}
{'loss': '0.0009059', 'grad_norm': '0.02445', 'learning_rate': '1.985e-07', 'rewards/chosen': '1.074', 'rewards/rejected': '-7.003', 'rewards/accuracies': '1', 'rewards/margins': '8.076', 'logps/chosen': '-141.7', 'logps/rejected': '-139.1', 'logits/chosen': '1.357', 'logits/rejected': '0.1421', 'epoch': '3.059'}
{'loss': '0.0009515', 'grad_norm': '0.106', 'learning_rate': '1.974e-07', 'rewards/chosen': '0.9897', 'rewards/rejected': '-6.797', 'rewards/accuracies': '1', 'rewards/margins': '7.787', 'logps/chosen': '-141.5', 'logps/rejected': '-137', 'logits/chosen': '1.413', 'logits/rejected': '0.234', 'epoch': '3.07'}
{'loss': '0.0007595', 'grad_norm': '0.04856', 'learning_rate': '1.963e-07', 'rewards/chosen': '0.9894', 'rewards/rejected': '-6.951', 'rewards/accuracies': '1', 'rewards/margins': '7.941', 'logps/chosen': '-143.2', 'logps/rejected': '-140.1', 'logits/chosen': '1.358', 'logits/rejected': '0.1612', 'epoch': '3.08'}
{'loss': '0.0009144', 'grad_norm': '0.05109', 'learning_rate': '1.952e-07', 'rewards/chosen': '0.9829', 'rewards/rejected': '-6.914', 'rewards/accuracies': '1', 'rewards/margins': '7.897', 'logps/chosen': '-153.2', 'logps/rejected': '-137.5', 'logits/chosen': '1.412', 'logits/rejected': '0.1566', 'epoch': '3.091'}
{'loss': '0.001439', 'grad_norm': '0.1819', 'learning_rate': '1.941e-07', 'rewards/chosen': '0.9508', 'rewards/rejected': '-6.543', 'rewards/accuracies': '1', 'rewards/margins': '7.494', 'logps/chosen': '-149.9', 'logps/rejected': '-134', 'logits/chosen': '1.323', 'logits/rejected': '0.3481', 'epoch': '3.102'}
{'loss': '0.0007423', 'grad_norm': '0.03535', 'learning_rate': '1.93e-07', 'rewards/chosen': '1.106', 'rewards/rejected': '-6.929', 'rewards/accuracies': '1', 'rewards/margins': '8.034', 'logps/chosen': '-146.9', 'logps/rejected': '-138.4', 'logits/chosen': '1.358', 'logits/rejected': '0.1905', 'epoch': '3.112'}
{'loss': '0.001089', 'grad_norm': '0.05105', 'learning_rate': '1.919e-07', 'rewards/chosen': '0.9936', 'rewards/rejected': '-6.803', 'rewards/accuracies': '1', 'rewards/margins': '7.796', 'logps/chosen': '-150.8', 'logps/rejected': '-136.7', 'logits/chosen': '1.375', 'logits/rejected': '0.2488', 'epoch': '3.123'}
{'loss': '0.001146', 'grad_norm': '0.1418', 'learning_rate': '1.908e-07', 'rewards/chosen': '1.029', 'rewards/rejected': '-6.812', 'rewards/accuracies': '1', 'rewards/margins': '7.841', 'logps/chosen': '-172.2', 'logps/rejected': '-136.2', 'logits/chosen': '1.546', 'logits/rejected': '0.2162', 'epoch': '3.134'}
{'loss': '0.001314', 'grad_norm': '0.078', 'learning_rate': '1.897e-07', 'rewards/chosen': '0.8561', 'rewards/rejected': '-6.689', 'rewards/accuracies': '1', 'rewards/margins': '7.545', 'logps/chosen': '-157.3', 'logps/rejected': '-136', 'logits/chosen': '1.411', 'logits/rejected': '0.2874', 'epoch': '3.145'}
{'loss': '0.0008278', 'grad_norm': '0.01817', 'learning_rate': '1.886e-07', 'rewards/chosen': '1.046', 'rewards/rejected': '-6.972', 'rewards/accuracies': '1', 'rewards/margins': '8.018', 'logps/chosen': '-150.5', 'logps/rejected': '-139.4', 'logits/chosen': '1.341', 'logits/rejected': '0.1397', 'epoch': '3.155'}
{'loss': '0.0007658', 'grad_norm': '0.115', 'learning_rate': '1.875e-07', 'rewards/chosen': '1.097', 'rewards/rejected': '-6.94', 'rewards/accuracies': '1', 'rewards/margins': '8.037', 'logps/chosen': '-155.1', 'logps/rejected': '-138.5', 'logits/chosen': '1.405', 'logits/rejected': '0.2352', 'epoch': '3.166'}
{'loss': '0.0009944', 'grad_norm': '0.1249', 'learning_rate': '1.864e-07', 'rewards/chosen': '0.9876', 'rewards/rejected': '-6.84', 'rewards/accuracies': '1', 'rewards/margins': '7.828', 'logps/chosen': '-144.5', 'logps/rejected': '-137.2', 'logits/chosen': '1.366', 'logits/rejected': '0.2321', 'epoch': '3.177'}
{'loss': '0.001081', 'grad_norm': '0.04148', 'learning_rate': '1.854e-07', 'rewards/chosen': '0.9161', 'rewards/rejected': '-6.68', 'rewards/accuracies': '1', 'rewards/margins': '7.596', 'logps/chosen': '-145.8', 'logps/rejected': '-135', 'logits/chosen': '1.38', 'logits/rejected': '0.314', 'epoch': '3.187'}
{'loss': '0.0008966', 'grad_norm': '0.05109', 'learning_rate': '1.843e-07', 'rewards/chosen': '0.794', 'rewards/rejected': '-7.042', 'rewards/accuracies': '1', 'rewards/margins': '7.836', 'logps/chosen': '-146.7', 'logps/rejected': '-140.4', 'logits/chosen': '1.316', 'logits/rejected': '0.1288', 'epoch': '3.198'}
{'loss': '0.0008667', 'grad_norm': '0.01397', 'learning_rate': '1.832e-07', 'rewards/chosen': '0.8816', 'rewards/rejected': '-7.134', 'rewards/accuracies': '1', 'rewards/margins': '8.016', 'logps/chosen': '-140', 'logps/rejected': '-141.6', 'logits/chosen': '1.25', 'logits/rejected': '0.1712', 'epoch': '3.209'}
{'loss': '0.0008858', 'grad_norm': '0.1239', 'learning_rate': '1.821e-07', 'rewards/chosen': '1.052', 'rewards/rejected': '-6.979', 'rewards/accuracies': '1', 'rewards/margins': '8.032', 'logps/chosen': '-155.4', 'logps/rejected': '-139.5', 'logits/chosen': '1.345', 'logits/rejected': '0.1346', 'epoch': '3.219'}
{'loss': '0.0009804', 'grad_norm': '0.04402', 'learning_rate': '1.81e-07', 'rewards/chosen': '0.9258', 'rewards/rejected': '-6.849', 'rewards/accuracies': '1', 'rewards/margins': '7.775', 'logps/chosen': '-156.3', 'logps/rejected': '-137', 'logits/chosen': '1.343', 'logits/rejected': '0.1966', 'epoch': '3.23'}
{'loss': '0.0008218', 'grad_norm': '0.05781', 'learning_rate': '1.799e-07', 'rewards/chosen': '1.029', 'rewards/rejected': '-6.736', 'rewards/accuracies': '1', 'rewards/margins': '7.765', 'logps/chosen': '-160.6', 'logps/rejected': '-135', 'logits/chosen': '1.411', 'logits/rejected': '0.2483', 'epoch': '3.241'}
{'loss': '0.0009125', 'grad_norm': '0.02636', 'learning_rate': '1.788e-07', 'rewards/chosen': '0.99', 'rewards/rejected': '-7.044', 'rewards/accuracies': '1', 'rewards/margins': '8.034', 'logps/chosen': '-144.2', 'logps/rejected': '-140', 'logits/chosen': '1.34', 'logits/rejected': '0.1684', 'epoch': '3.252'}
{'loss': '0.001032', 'grad_norm': '0.03289', 'learning_rate': '1.777e-07', 'rewards/chosen': '0.8229', 'rewards/rejected': '-7.111', 'rewards/accuracies': '1', 'rewards/margins': '7.934', 'logps/chosen': '-160.4', 'logps/rejected': '-139.9', 'logits/chosen': '1.463', 'logits/rejected': '0.1556', 'epoch': '3.262'}
{'loss': '0.0009109', 'grad_norm': '0.1087', 'learning_rate': '1.766e-07', 'rewards/chosen': '0.997', 'rewards/rejected': '-7.098', 'rewards/accuracies': '1', 'rewards/margins': '8.095', 'logps/chosen': '-154.8', 'logps/rejected': '-140.6', 'logits/chosen': '1.337', 'logits/rejected': '0.1541', 'epoch': '3.273'}
{'loss': '0.0009949', 'grad_norm': '0.07217', 'learning_rate': '1.755e-07', 'rewards/chosen': '1.11', 'rewards/rejected': '-6.826', 'rewards/accuracies': '1', 'rewards/margins': '7.936', 'logps/chosen': '-150.8', 'logps/rejected': '-136.1', 'logits/chosen': '1.364', 'logits/rejected': '0.3002', 'epoch': '3.284'}
{'loss': '0.00106', 'grad_norm': '0.02441', 'learning_rate': '1.744e-07', 'rewards/chosen': '0.8856', 'rewards/rejected': '-7.032', 'rewards/accuracies': '1', 'rewards/margins': '7.917', 'logps/chosen': '-155.9', 'logps/rejected': '-139.3', 'logits/chosen': '1.372', 'logits/rejected': '0.1889', 'epoch': '3.294'}
{'loss': '0.0008007', 'grad_norm': '0.04045', 'learning_rate': '1.733e-07', 'rewards/chosen': '0.9854', 'rewards/rejected': '-7.074', 'rewards/accuracies': '1', 'rewards/margins': '8.06', 'logps/chosen': '-150.1', 'logps/rejected': '-139.9', 'logits/chosen': '1.337', 'logits/rejected': '0.1496', 'epoch': '3.305'}
{'loss': '0.0009772', 'grad_norm': '0.06933', 'learning_rate': '1.722e-07', 'rewards/chosen': '0.7745', 'rewards/rejected': '-7.18', 'rewards/accuracies': '1', 'rewards/margins': '7.955', 'logps/chosen': '-150.4', 'logps/rejected': '-140.4', 'logits/chosen': '1.382', 'logits/rejected': '0.084', 'epoch': '3.316'}
{'loss': '0.0005683', 'grad_norm': '0.02517', 'learning_rate': '1.711e-07', 'rewards/chosen': '1.051', 'rewards/rejected': '-6.968', 'rewards/accuracies': '1', 'rewards/margins': '8.019', 'logps/chosen': '-154.3', 'logps/rejected': '-138.2', 'logits/chosen': '1.388', 'logits/rejected': '0.2109', 'epoch': '3.326'}
{'loss': '0.0006726', 'grad_norm': '0.03024', 'learning_rate': '1.701e-07', 'rewards/chosen': '1.08', 'rewards/rejected': '-7.141', 'rewards/accuracies': '1', 'rewards/margins': '8.221', 'logps/chosen': '-153.1', 'logps/rejected': '-140.2', 'logits/chosen': '1.374', 'logits/rejected': '0.1384', 'epoch': '3.337'}
{'loss': '0.0007415', 'grad_norm': '0.03071', 'learning_rate': '1.69e-07', 'rewards/chosen': '1.026', 'rewards/rejected': '-7.14', 'rewards/accuracies': '1', 'rewards/margins': '8.166', 'logps/chosen': '-156.7', 'logps/rejected': '-140.4', 'logits/chosen': '1.376', 'logits/rejected': '0.1303', 'epoch': '3.348'}
{'loss': '0.0009316', 'grad_norm': '0.1801', 'learning_rate': '1.679e-07', 'rewards/chosen': '0.8754', 'rewards/rejected': '-7.132', 'rewards/accuracies': '1', 'rewards/margins': '8.007', 'logps/chosen': '-135.7', 'logps/rejected': '-141.5', 'logits/chosen': '1.295', 'logits/rejected': '0.1638', 'epoch': '3.359'}
{'loss': '0.0005754', 'grad_norm': '0.02133', 'learning_rate': '1.668e-07', 'rewards/chosen': '1.027', 'rewards/rejected': '-7.381', 'rewards/accuracies': '1', 'rewards/margins': '8.408', 'logps/chosen': '-153.9', 'logps/rejected': '-142.8', 'logits/chosen': '1.324', 'logits/rejected': '0.06306', 'epoch': '3.369'}
{'loss': '0.0007335', 'grad_norm': '0.07044', 'learning_rate': '1.657e-07', 'rewards/chosen': '0.9695', 'rewards/rejected': '-7.049', 'rewards/accuracies': '1', 'rewards/margins': '8.018', 'logps/chosen': '-155.5', 'logps/rejected': '-139.5', 'logits/chosen': '1.408', 'logits/rejected': '0.1922', 'epoch': '3.38'}
{'loss': '0.001028', 'grad_norm': '0.04921', 'learning_rate': '1.646e-07', 'rewards/chosen': '0.9365', 'rewards/rejected': '-6.985', 'rewards/accuracies': '1', 'rewards/margins': '7.921', 'logps/chosen': '-144.7', 'logps/rejected': '-138.7', 'logits/chosen': '1.266', 'logits/rejected': '0.1736', 'epoch': '3.391'}
{'loss': '0.0008394', 'grad_norm': '0.03097', 'learning_rate': '1.635e-07', 'rewards/chosen': '0.9117', 'rewards/rejected': '-7.233', 'rewards/accuracies': '1', 'rewards/margins': '8.145', 'logps/chosen': '-153.6', 'logps/rejected': '-141', 'logits/chosen': '1.302', 'logits/rejected': '0.1009', 'epoch': '3.401'}
{'loss': '0.001568', 'grad_norm': '0.04387', 'learning_rate': '1.624e-07', 'rewards/chosen': '0.6954', 'rewards/rejected': '-7.175', 'rewards/accuracies': '1', 'rewards/margins': '7.871', 'logps/chosen': '-174.3', 'logps/rejected': '-140.4', 'logits/chosen': '1.432', 'logits/rejected': '0.1394', 'epoch': '3.412'}
